,title,author,publisher,description,Amazon_url,times_listed,first_date_listed,last_date_listed,weeks_on_list,worst_rank,best_rank,Amazon_reviews,Amazon_rating,NYT_price,Amazon_price,Amazon_price_as%_NYT_price
1729,THE SECRET KEEPER,Kate Morton,Atria,A British actress searches for secrets in her 90-year-old mother’s past.,http://www.amazon.com/The-Secret-Keeper-A-Novel-ebook/dp/B007EECSFA?tag=NYTBS-20,4,2012-11-04,2012-11-25,4,8,15,3560.0,4.5,26.99,12.99,48.13
1730,THE SECRET LIFE OF DAMIAN SPINELLI,Carolyn Hennesy,Hyperion,"Damian Spinelli, a character on the soap opera “General Hospital,” decides to put his computer hacker skills to use as a private detective.",http://www.amazon.com/The-Secret-Life-Damian-Spinelli/dp/1401324134?tag=NYTBS-20,4,2011-04-24,2011-05-22,2,19,10,104.0,3.9,22.99,14.49,63.03
1731,THE SELECTED WORKS OF T.S. SPIVET,Reif Larsen,Penguin Press,,http://www.amazon.com/The-Selected-Works-T-Spivet/dp/1594202176?tag=NYTBS-20,1,2009-05-31,2009-05-31,0,17,17,150.0,4.4,0.0,17.75,inf
1732,THE SENSE OF AN ENDING,Julian Barnes,Knopf,"In this Man Booker Prize-winning novel, an unexpected bequest causes a man in his 60s to question his understanding of the past.",http://www.amazon.com/The-Sense-Ending-Borzoi-Books-ebook/dp/B004YWKKEG?tag=NYTBS-20,12,2011-11-06,2012-02-19,5,8,11,1443.0,4.0,23.95,11.99,50.06
1733,THE SENTRY,Robert Crais,Putnam,The former cop Joe Pike finds that a pair of Katrina refugees he helps aren’t all they seem.,http://www.amazon.com/The-Sentry-Joe-Pike-Novels/dp/0399157077?tag=NYTBS-20,6,2011-01-30,2011-03-06,5,8,11,420.0,4.5,26.95,9.99,37.07
1734,THE SERPENT OF VENICE,Christopher Moore,Morrow/HarperCollins,"A farcical mash-up of “Merchant of Venice,”  “Othello” and “The Cask of Amontillado.”",http://www.amazon.com/The-Serpent-Venice-A-Novel/dp/0061779768?tag=NYTBS-20,2,2014-05-11,2014-05-18,2,8,5,516.0,4.3,0.0,10.99,inf
1735,THE SHADOWS,J R Ward,New American Library,Book 13 of the Black Dagger Brotherhood series.,http://www.amazon.com/The-Shadows-Novel-Dagger-Brotherhood/dp/0451417070?tag=NYTBS-20,3,2015-04-19,2015-05-03,1,20,17,2835.0,4.7,0.0,7.99,inf
1736,THE SHOEMAKER’S WIFE,Adriana Trigiani,Harper/HarperCollins,Childhood sweethearts in turn-of-the-20th-century Italy meet again in America.,http://www.amazon.com/The-Shoemakers-Wife-A-Novel/dp/0061257109?tag=NYTBS-20,9,2012-04-22,2012-06-17,6,9,10,4428.0,4.4,26.99,12.99,48.13
1737,THE SIGN,Raymond Khoury,Dutton,"Is an apparition that has been seen around the world a sign from God, or is it connected to a mysterious high-tech project?",http://www.amazon.com/The-Sign-Raymond-Khoury/dp/0525950974?tag=NYTBS-20,2,2009-06-07,2009-06-14,2,9,14,194.0,2.8,26.95,10.09,37.44
1738,THE SIGNATURE OF ALL THINGS,Elizabeth Gilbert,Viking,"A 19th-century botanist’s pursuits take her to Tahiti and deep into the mysteries of evolution; by the author of “Eat, Pray, Love.”",http://www.amazon.com/The-Signature-All-Things-Novel-ebook/dp/B00BPDR3F6?tag=NYTBS-20,8,2013-10-20,2014-01-05,5,9,11,3494.0,,0.0,,
1739,THE SILENT SEA,Clive Cussler and Jack Du Brul,Putnam,"Juan Cabrillo and the crew of the Oregon, chasing the remnants of a crashed satellite in the Argentine jungle, make discoveries that lead back to an ancient Chinese expedition.",http://www.amazon.com/The-Silent-Sea-Oregon-Files/dp/0425240088?tag=NYTBS-20,6,2010-03-28,2010-05-02,5,7,15,422.0,4.6,27.95,9.99,35.74
1740,THE SILKWORM,Robert Galbraith,"Mulholland/Little, Brown","The private detective Cormoran Strike steps in when the author of a roman à clef set in literary London is murdered; by J. K. Rowling, writing pseudonymously.",http://www.amazon.com/The-Silkworm-Cormoran-Strike-Novel-ebook/dp/B00IJJUIOM?tag=NYTBS-20,11,2014-07-06,2014-09-14,9,7,10,4872.0,4.2,0.0,8.99,inf
1741,THE SILVER STAR,Jeannette Walls,Scribner,"When their irresponsible mother takes off, a 12-year-old California girl and her sister join the rest of their family in Virginia. ",http://www.amazon.com/The-Silver-Star-A-Novel/dp/1451661541?tag=NYTBS-20,7,2013-06-30,2013-08-11,5,6,10,1795.0,4.2,0.0,12.99,inf
1742,THE SINS OF THE FATHER,Jeffrey Archer,St. Martin’s,"In the second volume of the Clifton Chronicles, it’s 1939 and Harry Clifton seizes a chance to bury his past. ",http://www.amazon.com/The-Sins-Father-Clifton-Chronicles/dp/1250010403?tag=NYTBS-20,4,2012-05-27,2012-06-17,3,17,11,2477.0,4.5,27.99,9.99,35.69
1743,THE SINS OF THE MOTHER,Danielle Steel,Delacorte,"An enormously successful businesswoman tries to make up for past failings with her children, now grown.",http://www.amazon.com/The-Sins-Mother-A-Novel-ebook/dp/B008ADQLZ2?tag=NYTBS-20,4,2012-11-18,2012-12-09,3,7,12,,,28.0,,
1744,THE SIXTH MAN,David Baldacci,Grand Central,"The lawyer for an alleged serial killer is murdered, and two former Secret Service agents are on the case.",http://www.amazon.com/The-Sixth-Man-David-Baldacci/dp/0446573094?tag=NYTBS-20,9,2011-05-08,2011-07-03,8,6,1,1295.0,4.6,27.99,9.99,35.69
1745,THE SKIN COLLECTOR,Jeffery Deaver,Grand Central,The forensic detective Lincoln Rhyme hunts for a killer who tattoos messages on his victims’ flesh. ,http://www.amazon.com/The-Skin-Collector-Lincoln-Rhyme/dp/1455517135?tag=NYTBS-20,3,2014-06-01,2014-06-15,2,8,10,,4.2,0.0,5.99,inf
1746,THE SKULL THRONE,Peter V Brett,Del Rey,Book 4 of the Demon Cycle.,http://www.amazon.com/The-Skull-Throne-Demon-Cycle/dp/0345531485?tag=NYTBS-20,1,2015-04-19,2015-04-19,1,14,14,,,0.0,14.98,inf
1747,THE SMOKE AT DAWN,Jeff Shaara,Ballantine,The third book in a series about the Civil War is set in Chattanooga in 1863 as forces prepare for a confrontation.,http://www.amazon.com/The-Smoke-Dawn-Novel-Civil/dp/0345527410?tag=NYTBS-20,2,2014-06-22,2014-06-29,2,8,12,691.0,4.6,0.0,16.55,inf
1748,THE SNOW ANGEL,Glenn Beck,Threshold Editions/Mercury Radio Arts,A woman re-evaluates her life.,http://www.amazon.com/The-Snow-Angel-Glenn-Beck/dp/1439187207?tag=NYTBS-20,9,2011-11-13,2012-01-08,6,9,11,269.0,4.6,21.0,7.51,35.76
1749,THE SNOW QUEEN,Michael Cunningham,"Farrar, Straus & Giroux",,http://www.amazon.com/The-Snow-Queen-A-Novel/dp/0374266328?tag=NYTBS-20,1,2014-05-25,2014-05-25,0,20,20,166.0,3.3,0.0,0.85,inf
1750,THE SNOWMAN,Jo Nesbo,Knopf,The Oslo detective Harry Hole searches for a serial killer who builds snowmen outside the homes of his victims.,http://www.amazon.com/The-Snowman-Harry-Hole-Novel-ebook/dp/B004G5ZY7E?tag=NYTBS-20,5,2011-05-29,2011-06-26,4,9,10,1305.0,4.1,25.95,9.99,38.5
1751,THE SON,Philipp Meyer,Ecco/HarperCollins,"More than 150 years in a Texas family, from Comanche raids to the present, and its rise to money and power in the cattle and oil industries.",http://www.amazon.com/The-Son-Philipp-Meyer/dp/0062120409?tag=NYTBS-20,7,2013-06-16,2013-08-11,5,20,10,2075.0,4.0,0.0,14.44,inf
1752,THE SON,Jo Nesbo,Knopf,"A drug-addicted prisoner learns a secret about his father, a corrupt cop who committed suicide, that inspires him to escape.",http://www.amazon.com/The-Son-novel-Jo-Nesbo-ebook/dp/B00GVZV818?tag=NYTBS-20,2,2014-06-01,2014-06-08,2,7,12,,4.5,0.0,,
1753,THE SOUND OF BROKEN GLASS,Deborah Crombie,Morrow/HarperCollins,"Detectives Gemma Jones and her husband, Duncan Kincaid, investigate when a respected barrister is found dead in a seedy London hotel; the 15th book in a series.",http://www.amazon.com/The-Sound-Broken-Glass-Kincaid/dp/0061990639?tag=NYTBS-20,1,2013-03-10,2013-03-10,1,9,9,396.0,4.4,25.99,6.5,25.01
1754,THE SOUND AND THE FURRY,Spencer Quinn,Atria,,http://www.amazon.com/The-Sound-Furry-Bernie-Mystery/dp/1476703221?tag=NYTBS-20,1,2013-09-29,2013-09-29,0,19,19,456.0,4.8,0.0,,
1755,THE SPELLMANS STRIKE AGAIN,Lisa Lutz,Simon & Schuster,"
More comic mayhem at a family-run firm of investigators; the  fourth book in a series.",http://www.amazon.com/The-Spellmans-Strike-Again-Mysteries/dp/1416593403?tag=NYTBS-20,1,2010-04-04,2010-04-04,1,16,16,137.0,4.5,25.0,14.96,59.84
1756,THE SPIES OF WARSAW,Alan Furst,Random House,Intrigue in Poland just before World War II.,http://www.amazon.com/The-Spies-Warsaw-A-Novel/dp/0812977378?tag=NYTBS-20,3,2008-06-22,2008-07-06,1,19,16,262.0,4.3,25.0,12.99,51.96
1757,THE SPIRE,Richard North Patterson,Holt,A new college president opens an inquiry into a  murder that occurred when he was a student.,http://www.amazon.com/The-Spire-Richard-North-Patterson/dp/0805087737?tag=NYTBS-20,3,2009-09-20,2009-10-04,1,20,14,110.0,3.9,26.0,8.61,33.12
1758,THE SPY,Clive Cussler and Justin Scott,Putnam,"In 1908, a murder leads the detective Isaac Bell to investigate international spies who are trying to keep America from developing a fleet of dreadnought battleships.",http://www.amazon.com/The-Spy-Isaac-Bell-Adventure/dp/0425241750?tag=NYTBS-20,5,2010-06-20,2010-07-18,4,8,12,406.0,4.3,27.95,4.99,17.85
1759,THE SPYMASTERS,W E B Griffin and William E Butterworth IV,Putnam,"In the seventh book in the Men at War series, O.S.S. agents must sabotage Germany’s rocket plans and protect the Manhattan Project.",http://www.amazon.com/The-Spymasters-Men-War-Novel/dp/B00F6EABQI?tag=NYTBS-20,3,2012-08-26,2012-09-16,2,6,14,,3.0,27.95,39.9,142.75
1760,THE STORIED LIFE OF A. J. FIKRY,Gabrielle Zevin,Algonquin,"The owner of a failing bookstore on an island off Cape Cod, mourning his wife, finds a second chance.",http://www.amazon.com/The-Storied-Life-A-Fikry/dp/1616203218?tag=NYTBS-20,3,2014-05-04,2014-05-18,3,16,15,6683.0,4.4,0.0,7.57,inf
1761,THE STORM,Clive Cussler and Graham Brown,Putnam,The 10th NUMA Files novel.,http://www.amazon.com/The-Storm-NUMA-Files-ebook/dp/B0074VPJLS?tag=NYTBS-20,5,2012-06-17,2012-07-15,4,8,1,532.0,4.4,27.95,4.99,17.85
1762,THE STORY SISTERS,Alice Hoffman,Shaye Areheart,,http://www.amazon.com/The-Story-Sisters-A-Novel-ebook/dp/B002AWX6HK?tag=NYTBS-20,2,2009-06-21,2009-06-28,0,20,19,242.0,,0.0,,
1763,THE STORYTELLER,Jodi Picoult,Emily Bestler/Atria,"A New Hampshire baker finds herself in the midst of two Holocaust stories: her grandmother’s tale of survival, and the confessions of an elderly German man, an SS officer.  ",http://www.amazon.com/The-Storyteller-Jodi-Picoult-ebook/dp/B008J48RA4?tag=NYTBS-20,9,2013-03-17,2013-05-12,8,8,1,6202.0,4.6,28.99,12.99,44.81
1764,THE STRAIN,Guillermo del Toro and Chuck Hogan,William Morrow,An epidemiologist and others struggle to contain a vampiric virus that has infected New York; the first book of a trilogy.,http://www.amazon.com/The-Strain-Book-One-Trilogy/dp/0061558230?tag=NYTBS-20,2,2009-06-21,2009-06-28,1,9,17,2217.0,4.2,26.99,12.08,44.76
1765,THE STRANGER,Harlan Coben,Dutton,Characters’ lives begin to fall apart as a mysterious stranger discloses secrets to them; a stand-alone thriller.,http://www.amazon.com/The-Stranger-Harlan-Coben/dp/0525953507?tag=NYTBS-20,8,2015-04-12,2015-05-31,6,8,11,4350.0,4.1,0.0,9.99,inf
1766,THE STRIKER,Clive Cussler and Justin Scott,Putnam,"n 1902, the young detective Isaac Bell discovers that provocateurs, not the union members he was hired to investigate, are causing trouble in the coal mines.",http://www.amazon.com/The-Striker-Isaac-Bell-Adventure/dp/0425264688?tag=NYTBS-20,4,2013-03-24,2013-04-14,4,6,12,804.0,4.3,27.95,4.99,17.85
1767,THE SUMMER BEFORE THE WAR,Helen Simonson,Random House,"Life in Sussex, England, at the beginning of World War I.",http://www.amazon.com/The-Summer-Before-War-Novel-ebook/dp/B0104EOGGK?tag=NYTBS-20,6,2016-04-10,2016-05-15,6,7,10,1516.0,4.0,0.0,12.99,inf
1768,THE SUPREME MACARONI COMPANY,Adriana Trigiani,Harper,"Tensions arise when Valentine Roncalli, a Greenwich Village shoe designer, marries a handsome Italian, and the two must balance careers, countries and families. The final book in the Valentine trilogy. ",http://www.amazon.com/The-Supreme-Macaroni-Company-Novel-ebook/dp/B00CO4KB9A?tag=NYTBS-20,2,2013-12-15,2013-12-22,1,17,10,955.0,4.0,0.0,12.99,inf
1769,THE SUPREMES AT EARL'S ALL-YOU-CAN-EAT,Edward Kelsey Moore,Knopf,Four decades in the friendship of three middle-class black women in a small  southern Indiana town.,http://www.amazon.com/The-Supremes-at-Earls-All-You-Can-Eat/dp/0307959929?tag=NYTBS-20,1,2013-03-31,2013-03-31,1,16,16,,,24.95,,
1770,THE SURRENDERED,Chang-Rae Lee,Riverhead,,http://www.amazon.com/The-Surrendered-Chang-rae-Lee/dp/1594489769?tag=NYTBS-20,1,2010-03-28,2010-03-28,0,20,20,106.0,3.6,0.0,12.11,inf
1771,THE SWAN THIEVES,Elizabeth Kostova,"Little, Brown",A psychiatrist who treats a man who slashed a canvas in the National Gallery is drawn into the world of French Impressionism; from the author of “The Historian.”,http://www.amazon.com/The-Swan-Thieves-A-Novel/dp/0316065781?tag=NYTBS-20,6,2010-01-31,2010-03-07,5,9,14,470.0,3.8,26.99,12.99,48.13
1772,THE SWANS OF FIFTH AVENUE,Melanie Benjamin,Delacorte,"A novel based on the friendship between Truman Capote and Babe Paley and her coterie, which began in the 1950s and ended 20 years later in scandal.",http://www.amazon.com/The-Swans-Fifth-Avenue-Novel-ebook/dp/B00X2F109A?tag=NYTBS-20,8,2016-02-14,2016-04-10,6,9,11,1269.0,4.0,0.0,11.99,inf
1773,THE SWORD OF THE LADY,S M Stirling,Roc,Adventures in a postapocalypse America.,http://www.amazon.com/The-Sword-Lady-Change-Series/dp/0451463080?tag=NYTBS-20,1,2009-09-13,2009-09-13,1,13,13,129.0,4.3,25.95,9.24,35.61
1774,THE TAMING OF THE QUEEN,Philippa Gregory,Touchstone,"The relationship between Henry VIII and Catherine Parr, his sixth wife, who survived him.",http://www.amazon.com/The-Taming-Queen-Philippa-Gregory/dp/1476758794?tag=NYTBS-20,3,2015-09-13,2015-09-27,2,6,14,845.0,4.4,0.0,12.99,inf
1775,THE TEARS OF THE SUN,S M Stirling,Roc,"Artos, High King of Montival, must fulfill his destiny, knowing that in winning the war, he may lose his life.",http://www.amazon.com/The-Tears-Sun-Change-Series/dp/045146415X?tag=NYTBS-20,1,2011-09-25,2011-09-25,1,12,12,210.0,,26.95,,
1776,THE TEHRAN INITIATIVE,Joel C Rosenberg,Tyndale House,A C.I.A. operative is ordered to destroy Iran’s nuclear weapons to forestall a war with Israel.,http://www.amazon.com/The-Tehran-Initiative-Joel-Rosenberg-ebook/dp/B005EZ0BBO?tag=NYTBS-20,2,2011-11-06,2011-11-13,1,9,16,960.0,,26.99,,
1777,THE TEMPLAR SALVATION,Raymond Khoury,Dutton,The F.B.I. agent Sean Reilly infiltrates the Vatican’s secret archives of the Inquisition in search of the key to stopping a vicious terrorist.,http://www.amazon.com/The-Templar-Salvation-Raymond-Khoury/dp/0525951849?tag=NYTBS-20,2,2010-11-07,2010-11-14,1,20,16,130.0,3.8,26.95,8.33,30.91
1778,THE THIEF,Clive Cussler and Justin Scott,Putnam,"On the ocean liner Mauretania, two scientists possess a groundbreaking invention; can Detective Isaac Bell protect them from a ruthless agent bent on destroying it?",http://www.amazon.com/The-Thief-Isaac-Bell-Adventure-ebook/dp/B006LU1SBI?tag=NYTBS-20,5,2012-03-25,2012-04-22,4,8,1,451.0,,27.95,,
1779,THE THIRD BULLET,Stephen Hunter,Simon & Schuster,The veteran sniper Bob Lee Swagger investigates the assassination of John F. Kennedy. ,http://www.amazon.com/The-Third-Bullet-Swagger-Novels-ebook/dp/B006VFZPBW?tag=NYTBS-20,4,2013-02-03,2013-02-24,4,8,13,,,26.99,,
1780,THE THIRD GATE,Lincoln Child,Doubleday,"Professor Jeremy Logan, an “enigmalogist,” is called to Egypt to help make sense of peculiar happenings at a pharaoh’s newly discovered tomb.",http://www.amazon.com/The-Third-Gate-Lincoln-Child/dp/0307473740?tag=NYTBS-20,4,2012-07-01,2012-07-22,4,9,10,869.0,4.0,25.95,8.99,34.64
1781,THE THIRD KINGDOM,Terry Goodkind,Tor/Tom Doherty,A sequel to “The Omen Machine.”,http://www.amazon.com/The-Third-Kingdom-Richard-Kahlan-ebook/dp/B00DA6XNBE?tag=NYTBS-20,2,2013-09-08,2013-09-15,2,5,14,,,0.0,,
1782,THE THIRD TARGET,Joel C Rosenberg,Tyndale House,A journalist risks his life to discover whether ISIS has chemical weapons and where they plan to deploy them.,http://www.amazon.com/The-Third-Target-Joel-Rosenberg/dp/1414336276?tag=NYTBS-20,2,2015-01-25,2015-02-01,1,17,14,,,0.0,17.31,inf
1783,THE THOUSAND AUTUMNS OF JACOB DE ZOET,David Mitchell,Random House,Forbidden love in Edo-era Japan.,http://www.amazon.com/The-Thousand-Autumns-Jacob-Zoet/dp/0812976363?tag=NYTBS-20,5,2010-07-18,2010-08-15,3,18,11,592.0,4.2,26.0,12.99,49.96
1784,THE THREE WEISSMANNS OF WESTPORT,Cathleen Schine,"Sarah Crichton/Farrar, Straus & Giroux","In this tribute to Austen’s “Sense and Sensibility,” two sisters — one logical, one emotional — move in with their mother when her ex-husband kicks her out of the family apartment.",http://www.amazon.com/The-Three-Weissmanns-Westport-Novel/dp/031268052X?tag=NYTBS-20,6,2010-03-07,2010-04-18,3,7,14,177.0,3.1,25.0,7.99,31.96
1785,THE TIGER’S WIFE,Tea Obreht,Random House,"In an unnamed Balkan country, Natalia, a young doctor, investigates the mysterious circumstances surrounding her beloved grandfather’s death.",http://www.amazon.com/The-Tigers-Wife-A-Novel/dp/0385343833?tag=NYTBS-20,6,2011-03-27,2011-05-22,4,9,11,946.0,3.3,25.0,13.33,53.32
1786,THE TIME KEEPER,Mitch Albom,Hyperion,"Banished for centuries, the inventor of the world’s first clock tries to redeem himself by teaching two earthly people the true meaning of time.",http://www.amazon.com/The-Time-Keeper-Mitch-Albom/dp/1401322786?tag=NYTBS-20,18,2012-09-23,2013-01-20,9,9,1,2753.0,4.4,24.99,7.99,31.97
1787,THE TOMBS,Clive Cussler and Thomas Perry,Putnam,"Sam and Remi Fargo, a husband-and-wife treasure-hunting team, search for the tomb of Attila the Hun.",http://www.amazon.com/The-Tombs-A-Fargo-Adventure-ebook/dp/B007T99OO8?tag=NYTBS-20,4,2012-09-23,2012-10-14,4,9,12,899.0,4.2,27.95,,
1788,THE TOURIST,Olen Steinhauer,St. Martin’s Minotaur,,http://www.amazon.com/The-Tourist-Milo-Weaver-Book/dp/0312374879?tag=NYTBS-20,1,2009-04-05,2009-04-05,0,19,19,401.0,4.0,0.0,9.99,inf
1789,THE TRAFFICKERS,WEB Griffin and William E Butterworth IV,Putnam,A Philadelphia cop joins forces with a Texas Ranger to track a gang connected to the Mexican drug cartel; part of the Badge of Honor series.,http://www.amazon.com/The-Traffickers-Badge-Honor-Book/dp/0515148067?tag=NYTBS-20,2,2009-08-23,2009-08-30,1,7,17,199.0,3.6,26.95,9.99,37.07
1790,THE TROUBLED MAN,Henning Mankell,Knopf,"In the final volume in the Kurt Wallander series, the Swedish detective searches for a missing retired naval officer.",http://www.amazon.com/The-Troubled-Man-Henning-Mankell/dp/0307477401?tag=NYTBS-20,1,2011-04-17,2011-04-17,1,6,6,467.0,4.3,26.95,13.04,48.39
1791,THE TRUTH ACCORDING TO US,Annie Barrows,Dial,Scandals shake up an isolated town in Depression-era West Virginia.,http://www.amazon.com/The-Truth-According-Us-Novel/dp/0385342942?tag=NYTBS-20,1,2015-06-28,2015-06-28,0,19,19,,4.2,0.0,16.83,inf
1792,THE TWELFTH IMAM,Joel C Rosenberg,Tyndale House,A C.I.A. operative is sent into Tehran to secretly disrupt Iran’s nuclear weapons program.,http://www.amazon.com/The-Twelfth-Imam-Joel-Rosenberg/dp/141431163X?tag=NYTBS-20,3,2010-11-07,2010-11-21,2,8,16,1441.0,4.6,26.99,9.54,35.35
1793,THE TWELFTH INSIGHT,James Redfield,Grand Central,,http://www.amazon.com/The-Twelfth-Insight-Hour-Decision/dp/0446575968?tag=NYTBS-20,1,2011-03-06,2011-03-06,0,18,18,192.0,4.6,0.0,15.42,inf
1794,THE TWELVE,Justin Cronin,Ballantine,A sequel to “The Passage” continues its story of life after an apocalypse.,http://www.amazon.com/The-Twelve-Book-Passage-Trilogy-ebook/dp/B007GBTBMY?tag=NYTBS-20,4,2012-11-04,2012-11-25,3,2,11,,4.3,28.0,,
1795,THE UNCOMMON APPEAL OF CLOUDS,Alexander McCall Smith,Pantheon,Edinburgh’s Isabel Dalhousie attempts to recover a stolen painting.,http://www.amazon.com/The-Uncommon-Appeal-Clouds-Dalhousie/dp/0307907333?tag=NYTBS-20,1,2012-11-11,2012-11-11,1,16,16,229.0,4.2,24.95,,
1796,THE UNDEAD POOL,Kim Harrison,HarperVoyager,The witch Rachel Morgan must prevent all-out supernatural war; the 12th book in the Hollows series.,http://www.amazon.com/The-Undead-Pool-Hollows-Harrison/dp/0061957933?tag=NYTBS-20,2,2014-03-16,2014-03-23,2,11,1,1250.0,4.8,0.0,14.0,inf
1797,THE UNION QUILTERS,Jennifer Chiaverini,Dutton,Members of a quilting circle protect their homes and families during the Civil War; an Elm Creek Quilts novel.,http://www.amazon.com/The-Union-Quilters-Quilts-Hardcover/dp/0525952039?tag=NYTBS-20,2,2011-03-13,2011-03-20,1,7,17,197.0,4.3,24.95,11.99,48.06
